"school_type","ncessch","name","state_code","state_fips_code","zip_code","latitude","longitude","total_students","pct_white","pct_black","pct_hispanic","pct_asian","pct_amerindian","pct_other"
"Private","A0108710","PEACE ACADEMY","OK",40,74135,36.09617000,-95.91229100,173,46.2428,2.3121,3.4682,31.7919,4.0462,12.1387
"Private","A0108743","LIFE CHRISTIAN SCHOOL","OR",41,97007,45.47968000,-122.89556100,395,76.4557,3.0380,3.5443,7.5949,2.0253,7.3418
"Private","A0108758","NORTHWEST ACADEMY","OR",41,97205,45.51759000,-122.68536100,212,80.6604,3.3019,3.3019,6.1321,1.4151,5.1887
"Private","A0108762","VERITAS SCHOOL","OR",41,97132,45.30807790,-122.97512100,214,36.4486,4.6729,7.4766,48.5981,2.3364,0.4673
"Private","A0108838","COLUMBIA COUNTY CHRISTIAN SCHOOL","PA",42,17815,41.02194000,-76.49432100,169,95.8580,0.0000,0.0000,1.1834,0.0000,2.9586
"Private","A0108897","INTERNATIONAL CHRISTIAN HIGH SCHOOL","PA",42,19120,40.03062640,-75.11763150,101,5.9406,42.5743,23.7624,24.7525,0.0000,2.9703
"Private","A0108975","PHILADELPHIA MENNONITE HIGH SCHOOL","PA",42,19130,39.97145100,-75.17619700,63,3.1746,93.6508,0.0000,1.5873,0.0000,1.5873
"Private","A0109099","MASTERS REGIONAL ACADEMY","RI",44,"02917",41.91301000,-71.51164100,114,68.4211,15.7895,14.9123,0.8772,0.0000,0.0000
"Private","A0109124","CATHEDRAL ACADEMY","SC",45,29423,32.92342000,-80.09246100,223,53.3632,33.6323,5.3812,2.2422,0.8969,4.4843
"Private","A0109157","STEP OF FAITH CHRISTIAN ACADEMY","SC",45,29936,32.49525000,-81.02103100,236,79.2373,14.8305,3.3898,0.0000,0.0000,2.5424
"Private","A0109236","NEW PATHWAYS ACADEMY","TN",47,37803,35.95303000,-84.03018100,57,89.4737,10.5263,0.0000,0.0000,0.0000,0.0000
"Private","A0109255","HAMILTON HEIGHTS CHRISTIAN ACADEMY","TN",47,37421,35.04335000,-85.16904100,58,74.1379,17.2414,1.7241,3.4483,0.0000,3.4483
"Private","A0109318","ALL SAINTS EPISCOPAL SCHOOL","TX",48,76108,32.73119000,-97.49272600,834,83.6930,4.5564,5.0360,0.7194,0.8393,5.1559
"Private","A0109332","BRIGHTER HORIZONS ACADEMY","TX",48,75044,32.94679000,-96.66965100,751,91.8775,2.6631,1.3316,0.7989,0.0000,3.3289
"Private","A0109338","FORT WORTH COUNTRY DAY SCHOOL","TX",48,76109,32.69296000,-97.40844100,1100,4.0909,2.8182,83.7273,3.5455,0.3636,5.4545
"Private","A0109342","CENTRAL TEXAS CHRISTIAN SCHOOL","TX",48,76502,31.03898000,-97.41315100,417,80.8153,3.8369,5.2758,3.5971,0.0000,6.4748
"Private","A0109345","CHRISTIAN ACADEMY OF SAN ANTONIO","TX",48,78207,29.42075000,-98.54244100,459,3.4858,0.0000,96.2963,0.0000,0.0000,0.2179
"Private","A0109351","COVENANT CLASSICAL SCHOOL","TX",48,76108,32.74377000,-97.49779100,352,94.8864,0.0000,3.1250,1.4205,0.0000,0.5682
"Private","A0109364","FAITH WEST ACADEMY","TX",48,77493,29.80488000,-95.79456100,565,74.6903,6.7257,7.0796,10.0885,0.0000,1.4159
"Private","A0109365","FIRST BAPTIST ACADEMY DALLAS","TX",48,75221,32.78376000,-96.79986100,180,58.3333,23.8889,11.1111,1.6667,0.0000,5.0000
"Private","A0109375","GRAPEVINE FAITH CHRISTIAN SCHOOL","TX",48,76051,32.93698000,-97.07051100,728,85.7143,3.1593,5.6319,2.8846,0.2747,2.3352
"Private","A0109380","CORAM DEO ACADEMY","TX",48,75022,33.02257000,-97.10727100,1018,44.4990,2.3576,51.8664,1.0806,0.0000,0.1965
"Private","A0109386","GREENHILL SCHOOL","TX",48,75001,32.94190000,-96.84369100,1264,53.7184,9.3354,7.1203,21.2025,0.0000,8.6234
"Private","A0109399","THE HOCKADAY SCHOOL","TX",48,75229,32.90774000,-96.82471100,1062,64.5951,6.4972,6.9680,17.0433,0.4708,4.4256
"Private","A0109406","HOUSTON CHRISTIAN HIGH SCHOOL","TX",48,77043,29.81953000,-95.56147100,489,74.8466,6.1350,7.7710,4.4990,0.0000,6.7485
"Private","A0109420","LORETTO ACADEMY","TX",48,79903,31.78623650,-106.43481200,626,6.3898,0.6390,87.8594,0.7987,0.1597,4.1534
"Private","A0109424","LEGACY CHRISTIAN ACADEMY","TX",48,75034,33.12921000,-96.84712100,789,88.2129,2.9151,2.6616,1.7744,0.2535,4.1825
"Private","A0109449","ROCKWALL CHRISTIAN ACADEMY","TX",48,75088,32.91493000,-96.51863100,125,60.0000,12.8000,8.8000,15.2000,0.8000,2.4000
"Private","A0109452","REGENTS SCHOOL OF AUSTIN","TX",48,78735,30.25455000,-97.84366100,1011,83.2839,1.5826,8.4075,2.9674,0.0000,3.7587
"Private","A0109455","SAN ANTONIO CHRISTIAN SCHOOL","TX",48,78259,29.62216000,-98.46011100,1037,69.0453,3.9537,25.7473,0.9643,0.1929,0.0964
"Private","A0109464","ST MARK'S SCHOOL OF TEXAS","TX",48,75230,32.89072000,-96.80131100,863,55.0406,5.9096,7.6477,24.4496,0.5794,6.3731
"Private","A0109489","TRINITY SCHOOL","TX",48,79707,32.01929000,-102.13140100,520,65.7692,3.0769,11.9231,8.6538,2.5000,8.0769
"Private","A0109492","TRINITY VALLEY SCHOOL","TX",48,76132,32.65450000,-97.42711100,970,72.6804,4.0206,3.8144,9.7938,0.0000,9.6907
"Private","A0109500","THE BROOK HILL SCHOOL","TX",48,75757,32.15044000,-95.33180100,606,78.0528,6.7657,3.6304,9.0759,0.1650,2.3102
"Private","A0109514","WILLOW BEND ACADEMY","TX",48,75075,33.02883000,-96.76884100,119,54.6218,1.6807,6.7227,36.9748,0.0000,0.0000
"Private","A0109539","JUAN DIEGO CATHOLIC HIGH SCHOOL","UT",49,84020,40.53457450,-111.88213500,794,63.7280,1.8892,17.3804,8.8161,1.6373,6.5491
"Private","A0110062","TRINITY SCHOOL AT MEADOW VIEW","VA",51,22042,38.87480000,-77.20550100,159,74.2138,5.0314,10.0629,10.0629,0.0000,0.6289
"Private","A0110136","KING'S SCHOOLS","WA",53,98133,47.76890000,-122.35159100,1132,70.6714,4.9470,3.6219,19.4346,1.2367,0.0883
"Private","A0110137","LA SALLE HIGH SCHOOL","WA",53,98903,46.54902000,-120.49749100,215,57.2093,0.4651,28.3721,2.7907,2.3256,8.8372
"Private","A0110171","THE BEAR CREEK SCHOOL","WA",53,98053,47.68126000,-122.06552100,674,74.1840,0.8902,2.0772,10.8309,0.0000,12.0178
"Private","A0110181","TRI-CITIES PREP","WA",53,99301,46.27225000,-119.21662100,160,56.8750,0.6250,25.6250,2.5000,0.0000,14.3750
"Private","A0110186","WEST SOUND ACADEMY","WA",53,98370,47.71347300,-122.60528200,116,72.4138,1.7241,4.3103,20.6897,0.0000,0.8621
"Private","A0110249","EASTBROOK ACADEMY","WI",55,53209,43.11425440,-87.93449650,385,29.8701,57.6623,1.0390,3.8961,0.0000,7.5325
"Private","A0110261","LAKE COUNTRY LUTHERAN HIGH SCHOOL","WI",55,53029,43.10878000,-88.36107100,249,93.5743,0.0000,1.2048,3.6145,0.0000,1.6064
"Private","A0300001","BEATRICE STONE YAVNE HIGH SCHOOL","OH",39,44122,41.49208000,-81.51524100,163,98.1595,0.0000,1.2270,0.6135,0.0000,0.0000
"Private","A0300019","CRENSHAW CHRISTIAN ACADEMY","AL","01",36049,31.69385820,-86.26924920,216,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0300057","ARIZONA CULTURAL ACADEMY & COLLEGE PREP","AZ","04",85042,33.37551000,-111.99274100,304,40.4605,26.9737,3.6184,26.9737,0.0000,1.9737
"Private","A0300071","NOTRE DAME PREPARATORY","AZ","04",85260,33.63900000,-111.87110100,898,88.4187,1.2249,2.7840,3.1180,0.3341,4.1203
"Private","A0300076","YUMA CATHOLIC HIGH SCHOOL","AZ","04",85364,32.67785000,-114.64492100,338,23.9645,2.6627,67.1598,2.3669,0.2959,3.5503
"Private","A0300090","LIFE WAY CHRISTIAN SCHOOL","AR","05",72719,36.35823000,-94.28758100,463,92.2246,0.6479,1.5119,0.8639,0.4320,4.3197
"Private","A0300097","THE EPISCOPAL COLLEGIATE SCHOOL","AR","05",72201,34.75218000,-92.29014100,702,80.4843,11.9658,0.5698,2.9915,0.1425,3.8462
"Private","A0300335","JSERRA CATHOLIC HIGH SCHOOL","CA","06",92675,33.52095000,-117.66761100,1242,60.0644,1.9324,7.0048,10.9501,0.9662,19.0821
"Private","A0300412","MARANATHA HIGH SCHOOL","CA","06",91105,34.14243000,-118.15673100,674,37.8338,10.2374,8.7537,35.4599,0.0000,7.7151
"Private","A0300533","ST MONICA ACADEMY","CA","06",91103,34.15004800,-118.16106500,232,61.2069,2.5862,31.4655,3.0172,0.0000,1.7241
"Private","A0300549","SAN DOMENICO SCHOOL","CA","06",94960,38.01624000,-122.58500100,598,75.0836,3.0100,4.3478,12.5418,0.0000,5.0167
"Private","A0300713","THE STANWICH SCHOOL","CT","09","06830",41.07251000,-73.60412100,341,80.0587,19.9413,0.0000,0.0000,0.0000,0.0000
"Private","A0300751","AGAPE CHRISTIAN ACADEMY","FL",12,32818,28.57586000,-81.47505100,258,0.7752,78.2946,1.1628,0.0000,0.0000,19.7674
"Private","A0300789","BISHOP JOHN J SNYDER HIGH SCHOOL","FL",12,32210,30.25255000,-81.83757100,425,61.1765,8.4706,11.2941,10.3529,0.7059,8.0000
"Private","A0300796","CEDAR CREEK CHRISTIAN SCHOOL","FL",12,32205,30.29724100,-81.75197500,228,48.6842,49.1228,2.1930,0.0000,0.0000,0.0000
"Private","A0300859","EDISON ACADEMICS","FL",12,34210,27.46279000,-82.63942100,36,66.6667,11.1111,5.5556,13.8889,0.0000,2.7778
"Private","A0300902","GULLIVER PREPARATORY SCHOOL","FL",12,33156,25.69009000,-80.29992100,767,40.4172,1.3038,33.6375,2.2164,0.1304,22.2947
"Private","A0300953","JOHN PAUL II CATHOLIC HIGH SCHOOL","FL",12,32311,30.38009000,-84.22416100,169,69.2308,10.0592,14.2012,1.7751,0.0000,4.7337
"Private","A0300970","LAKE MARY PREPARATORY SCHOOL","FL",12,32746,28.77835900,-81.32233300,590,51.5254,5.7627,9.4915,16.9492,0.0000,16.2712
"Private","A0300995","LA PROGRESIVA PRESB SCHOOL","FL",12,33125,25.77927000,-80.23641100,420,0.0000,0.4762,99.5238,0.0000,0.0000,0.0000
"Private","A0301129","INTERNATIONAL COMMUNITY SCHOOL","FL",12,32792,28.62286000,-81.28818100,452,84.7345,0.8850,7.9646,4.2035,0.0000,2.2124
"Private","A0301140","TRINITY CATHOLIC HIGH SCHOOL","FL",12,34471,29.14434000,-82.16692100,565,63.7168,8.4956,18.7611,7.0796,0.0000,1.9469
"Private","A0301145","THE OUT-OF-DOOR ACADEMY","FL",12,34242,27.28595000,-82.56003100,700,87.0000,4.7143,3.5714,4.7143,0.0000,0.0000
"Private","A0301215","HERITAGE ACADEMY","GA",13,30542,34.11263000,-83.76580100,162,96.9136,1.2346,0.0000,0.6173,0.0000,1.2346
"Private","A0301255","OUR LADY OF MERCY CATHOLIC HIGH SCHOOL","GA",13,30214,33.54800000,-84.46123100,401,28.1796,55.1122,6.7332,6.7332,0.0000,3.2419
"Private","A0301268","SOUTHLAND ACADEMY","GA",13,31709,32.07408000,-84.19479100,510,94.1176,0.5882,0.7843,4.5098,0.0000,0.0000
"Private","A0301285","WESLEYAN SCHOOL","GA",13,30092,33.97180000,-84.21664100,1132,86.8375,5.5654,2.4735,3.1802,0.0000,1.9435
"Private","A0301335","CALVARY CHRISTIAN ACADEMY","IL",17,61761,40.52322200,-88.98995800,203,76.3547,10.3448,0.9852,2.9557,0.0000,9.3596
"Private","A0301566","TRINITY LUTHERAN HIGH SCHOOL","IN",18,47274,38.98544000,-85.87762100,157,96.8153,0.0000,0.6369,0.6369,0.0000,1.9108
"Private","A0301569","UNIVERSITY HIGH SCHOOL OF INDIANA","IN",18,46032,39.95431000,-86.21168100,290,70.6897,4.1379,1.0345,15.8621,0.6897,7.5862
"Private","A0301653","CRESCENT CITY CHRISTIAN SCHOOL","LA",22,70006,30.00025000,-90.18956100,332,57.5301,21.3855,18.0723,2.7108,0.0000,0.3012
"Private","A0301673","PARKVIEW BAPTIST SCHOOL","LA",22,70816,30.39944000,-91.04934100,1249,87.5901,6.9656,1.2810,1.7614,0.3203,2.0817
"Private","A0301684","ST MARYS CATHOLIC SCHOOL","LA",22,71457,31.77287000,-93.07755100,370,94.0541,2.1622,1.8919,0.0000,1.3514,0.5405
"Private","A0301713","BNOS YISROEL","MD",24,21215,39.35859000,-76.69569100,436,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0301781","YESHIVA OF GREATER WASHINGTON BOYS DIVISION","MD",24,20902,39.04214000,-77.03127100,82,98.7805,0.0000,0.0000,0.0000,0.0000,1.2195
"Private","A0301789","BOSTON UNIVERSITY ACADEMY","MA",25,"02215",42.35083770,-71.10900010,170,58.8235,1.7647,1.1765,30.5882,0.0000,7.6471
"Private","A0301844","GTB LIFE LONG LEARNING-KITCHI MINOGINING TRIBAL SC","MI",26,49686,44.74379000,-85.55891100,57,19.2982,0.0000,0.0000,0.0000,80.7018,0.0000
"Private","A0301852","FRANKEL JEWISH ACADEMY OF METRO DETROIT","MI",26,48322,42.54288400,-83.40422700,221,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0301887","ZION CHRISTIAN SCHOOL","MI",26,49315,42.82780000,-85.72420100,282,93.2624,0.0000,0.7092,1.7730,0.0000,4.2553
"Private","A0301904","HOPE ACADEMY","MN",27,55404,44.95999000,-93.26318100,352,21.8750,46.8750,23.0114,1.9886,6.2500,0.0000
"Private","A0301943","THE VERITAS SCHOOL","MS",28,39157,32.44880600,-90.15188100,92,59.7826,40.2174,0.0000,0.0000,0.0000,0.0000
"Private","A0301967","NORTHLAND CHRISTIAN EDUCATION SYSTEM","MO",29,64164,39.31107500,-94.62947900,291,92.0962,2.4055,3.0928,2.4055,0.0000,0.0000
"Private","A0301975","SAXONY LUTHERAN HIGH SCHOOL","MO",29,63755,37.42399900,-89.63064900,225,95.5556,3.1111,0.0000,0.0000,0.0000,1.3333
"Private","A0302000","CONCORDIA JR/SR HIGH SCHOOL","NE",31,68116,41.30853000,-96.16057100,450,85.5556,2.0000,0.8889,6.8889,0.4444,4.2222
"Private","A0302001","HEARTLAND LUTHERAN HIGH SCHOOL","NE",31,68803,40.88810000,-98.39525100,62,96.7742,0.0000,0.0000,3.2258,0.0000,0.0000
"Private","A0302032","SIERRA LUTHERAN HIGH SCHOOL","NV",32,89705,39.09914000,-119.77129600,125,80.0000,1.6000,11.2000,1.6000,0.0000,5.6000
"Private","A0302180","ATERES BAIS YAAKOV ACADEMY OF ROCKLAND","NY",36,10952,41.09832200,-74.09503900,387,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302183","AL-MADINAH SCHOOL","NY",36,11215,40.67426000,-73.98828100,755,53.9073,4.9007,2.1192,37.0861,0.0000,1.9868
"Private","A0302186","DWIGHT SCHOOL","NY",36,10024,40.78748000,-73.96813100,646,77.2446,2.4768,4.7988,9.1331,0.0000,6.3467
"Private","A0302188","B'NOT RACHEL HIGH SCHOOL FOR GIRLS","NY",36,11223,40.60301000,-73.96536100,90,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302189","BAIS YAAKOV D'RAV HIRSCH","NY",36,10952,41.12276000,-74.04237100,115,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302215","CONGREGATION NOAM E LIZENSK","NY",36,10954,41.10405000,-74.03858100,48,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302220","DRS YESHIVA HIGH SCHOOL FOR BOYS","NY",36,11598,40.63482000,-73.72477100,335,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302259","MESIVTA ATERES YAAKOV","NY",36,11559,40.62005000,-73.72752100,202,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302278","NORTH SHORE HEBREW ACADEMY HIGH SCHOOL","NY",36,11020,40.77100910,-73.70442700,392,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302351","ASHEVILLE SCHOOL","NC",37,28806,35.56855000,-82.61944100,287,45.9930,8.7108,2.7875,3.1359,0.0000,39.3728
"Private","A0302353","AULDERN ACADEMY","NC",37,27344,35.67721000,-79.33333100,47,85.1064,4.2553,4.2553,4.2553,2.1277,0.0000
"Private","A0302354","BETHEL CHRISTIAN ACADEMY","NC",37,28504,35.28265000,-77.64687100,354,87.5706,7.3446,0.5650,0.5650,0.0000,3.9548
"Private","A0302384","FAITH CHRISTIAN SCHOOL","NC",37,27803,35.93030000,-77.84365100,399,95.2381,1.7544,0.7519,2.2556,0.0000,0.0000
"Private","A0302398","HICKORY CHRISTIAN ACADEMY","NC",37,28601,35.77965800,-81.33983900,465,91.8280,2.5806,0.8602,0.6452,0.0000,4.0860
"Private","A0302423","ST THOMAS MORE ACADEMY","NC",37,27616,35.85580000,-78.58819100,179,81.0056,2.2346,6.7039,9.4972,0.5587,0.0000
"Private","A0302449","CINCINNATI HILLS CHRISTIAN ACADEMY","OH",39,45249,39.27700000,-84.33697100,1292,78.5604,11.6873,2.5542,3.3282,0.0774,3.7926
"Private","A0302586","PORTLAND LUTHERAN SCHOOL","OR",41,97233,45.51679000,-122.47398100,204,57.8431,5.3922,8.8235,19.1176,0.4902,8.3333
"Private","A0302741","NEW HOPE ACADEMY","PA",42,19067,40.20707800,-74.86992000,90,77.7778,14.4444,7.7778,0.0000,0.0000,0.0000
"Private","A0302807","TINICUM ART & SCIENCE","PA",42,18942,40.45791000,-75.15009100,21,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0302901","RIDGE CHRISTIAN ACADEMY","SC",45,29486,33.04094000,-80.11094100,132,79.5455,8.3333,4.5455,0.7576,0.0000,6.8182
"Private","A0302918","RONCALLI JR & SR HIGH SCHOOL","SD",46,57401,45.47944000,-98.47246100,215,90.2326,0.4651,2.3256,1.8605,2.7907,2.3256
"Private","A0302998","RIVERSIDE CHRISTIAN ACADEMY","TN",47,37334,35.13530900,-86.56755800,239,92.4686,2.0921,3.7657,1.6736,0.0000,0.0000
"Private","A0303051","CONCORDIA HIGH SCHOOL","TX",48,78664,30.46014000,-97.65258100,110,76.3636,6.3636,8.1818,4.5455,0.0000,4.5455
"Private","A0303067","FELLOWSHIP ACADEMY","TX",48,76060,32.65865000,-97.22776100,415,77.8313,8.1928,10.1205,1.9277,1.6867,0.2410
"Private","A0303079","NORTH CENTRAL TEXAS ACADEMY","TX",48,76048,32.29393000,-97.72510100,168,73.2143,11.9048,4.7619,10.1190,0.0000,0.0000
"Private","A0303087","HUMBLE CHRISTIAN SCHOOL","TX",48,77396,29.95326000,-95.26859100,281,37.7224,32.0285,13.8790,2.1352,0.0000,14.2349
"Private","A0303091","ISLAMIC SCHOOL OF IRVING","TX",48,75062,32.84318000,-97.01070100,537,14.7114,9.3110,0.1862,72.0670,0.0000,3.7244
"Private","A0303110","NOTRE DAME CATHOLIC SCHOOL","TX",48,76309,33.88549700,-98.54653700,222,80.1802,3.1532,9.9099,6.7568,0.0000,0.0000
"Private","A0303150","THE PARISH EPISCOPAL SCHOOL PK-12","TX",48,75244,32.93493000,-96.84439100,1073,76.7008,4.6598,5.0326,9.1333,0.1864,4.2870
"Private","A0303171","OAKLEY SCHOOL","UT",49,84055,40.71968000,-111.28554100,40,82.5000,5.0000,12.5000,0.0000,0.0000,0.0000
"Private","A0303176","MOUNTAIN SPRINGS PREPARATORY ACADEMY","UT",49,84720,37.65871000,-113.08694100,30,93.3333,0.0000,0.0000,6.6667,0.0000,0.0000
"Private","A0303186","LONG TRAIL SCHOOL","VT",50,"05251",43.27034000,-73.09838100,181,86.1878,4.9724,1.6575,7.1823,0.0000,0.0000
"Private","A0303236","OAKCREST SCHOOL","VA",51,22101,38.95646000,-77.19199100,190,63.1579,2.6316,12.1053,4.7368,0.0000,17.3684
"Private","A0303253","VALLEY BAPTIST CHRISTIAN SCHOOL","VA",51,22824,38.83267000,-78.57944100,169,87.5740,3.5503,5.3254,3.5503,0.0000,0.0000
"Private","A0303356","COLUMBUS CATHOLIC MIDDLE & HIGH SCHOOL","WI",55,54449,44.66400000,-90.19342100,227,93.3921,1.3216,1.3216,2.6432,0.0000,1.3216
"Private","A0303378","LIVING WORD LUTHERAN HIGH SCHOOL","WI",55,53037,43.32765000,-88.14889100,168,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0303399","TRINITY ACADEMY","WI",55,53072,43.07729000,-88.19888100,116,91.3793,0.0000,7.7586,0.8621,0.0000,0.0000
"Private","A0303404","JOURNEYS SCHOOL OF TETON SCIENCE SCHOOLS","WY",56,83001,43.49105000,-110.81023100,183,83.6066,0.0000,8.1967,6.0109,0.0000,2.1858
"Private","A0304001","ARROWHEAD CHRISTIAN ACADEMY","AZ","04",85308,33.66279000,-112.14557100,131,63.3588,6.1069,23.6641,4.5802,2.2901,0.0000
"Private","A0304003","DESERT CHRISTIAN SCHOOL","AZ","04",85710,32.23656000,-110.83165100,391,73.6573,3.3248,13.8107,3.0691,1.2788,4.8593
"Private","A0304082","PROVIDENCE ACADEMY","MN",27,55446,45.04488000,-93.47190100,848,96.8160,1.2972,0.9434,0.5896,0.1179,0.2358
"Private","A0304085","PARK PLACE CHRISTIAN ACADEMY","MS",28,39208,32.28199200,-90.04168400,498,93.3735,5.0201,0.8032,0.8032,0.0000,0.0000
"Private","A0304088","MONTANA ACADEMY","MT",30,59925,48.11205000,-114.87361100,92,97.8261,0.0000,0.0000,2.1739,0.0000,0.0000
"Private","A0304099","ST AUGUSTINE ACADEMY","OK",40,74114,36.12049000,-95.90531100,210,84.7619,3.3333,10.0000,1.9048,0.0000,0.0000
"Private","A0304101","DE LA SALLE NORTH CATHOLIC HIGH SCHOOL","OR",41,97217,45.57764000,-122.68345100,313,18.5304,30.6709,36.1022,3.5144,0.0000,11.1821
"Private","A0304109","WEATHERFORD CHRISTIAN SCHOOL","TX",48,76086,32.75667000,-97.79623100,261,98.0843,0.3831,0.7663,0.0000,0.0000,0.7663
"Private","A0308177","RAINIER CHRISTIAN SCHOOLS","WA",53,98058,47.45206000,-122.11153100,416,73.3173,5.2885,5.0481,7.6923,0.4808,8.1731
"Private","A0500005","BAYSIDE ACADEMY","AL","01",36526,30.60226000,-87.91115100,680,94.1176,0.7353,1.7647,1.7647,0.2941,1.3235
"Private","A0500098","TRINITY CHRISTIAN SCHOOL","AZ","04",86301,34.71626000,-112.45470100,200,88.5000,2.5000,6.5000,2.0000,0.5000,0.0000
"Private","A0500142","ALSION MONTESSORI SCHOOL","CA","06",94539,37.53229000,-121.91379100,59,16.9492,0.0000,10.1695,61.0169,0.0000,11.8644
"Private","A0500413","JEWISH COMMUNITY HIGH SCHOOL OF THE BAY","CA","06",94115,37.78175000,-122.43620100,157,94.2675,0.6369,0.0000,0.6369,0.0000,4.4586
"Private","A0500422","KEHILLAH JEWISH HIGH SCHOOL","CA","06",94303,37.42483000,-122.10454100,185,93.5135,0.5405,2.7027,3.2432,0.0000,0.0000
"Private","A0500507","MODESTO CHRISTIAN SCHOOL","CA","06",95356,37.72414310,-121.07836400,276,46.7391,13.4058,26.0870,11.9565,0.0000,1.8116
"Private","A0500539","DE TOLEDO HIGH SCHOOL","CA","06",91307,34.19276000,-118.62036100,404,100.0000,0.0000,0.0000,0.0000,0.0000,0.0000
"Private","A0500598","THE ROCK ACADEMY","CA","06",92106,32.73572000,-117.21881100,264,45.4545,7.9545,11.3636,11.3636,0.3788,23.4848
"Private","A0500612","WOODCREST CHRISTIAN SCHOOL SYSTEM","CA","06",92508,33.88530000,-117.34204100,966,90.3727,4.6584,3.4161,1.5528,0.0000,0.0000
"Private","A0500674","SONOMA ACADEMY","CA","06",95404,38.41825000,-122.68797100,284,73.9437,0.3521,7.3944,8.8028,0.7042,8.8028
"Private","A0500717","THE BAY SCHOOL OF SAN FRANCISCO","CA","06",94129,37.80061000,-122.45584100,353,69.9717,1.1331,4.2493,8.4986,0.0000,16.1473
"Private","A0500785","YESHIVA OHR ELCHONON CHABAD - WEST COAST","CA","06",90046,34.08546000,-118.34660100,129,97.6744,0.7752,1.5504,0.0000,0.0000,0.0000
"Private","A0500832","ROCKY MOUNTAIN LUTHERAN HIGH SCHOOL","CO","08",80022,39.88490000,-104.79784900,59,83.0508,3.3898,10.1695,3.3898,0.0000,0.0000
"Private","A0500954","BALDWIN PREP SCHOOL","FL",12,33408,26.80565000,-80.05397100,112,74.1071,10.7143,8.9286,2.6786,0.0000,3.5714
"Private","A0500972","BISHOP MCLAUGHLIN CATHOLIC HIGH SCHOOL","FL",12,34610,28.35697000,-82.56504100,258,79.4574,3.8760,9.6899,3.8760,0.0000,3.1008
"Private","A0501006","CORNERSTONE CHRISTIAN SCHOOL","FL",12,32216,30.28738000,-81.56128100,292,20.2055,67.4658,3.0822,0.6849,0.0000,8.5616
"Private","A0501069","FLORIDA LEARNING ACADEMY PRIVATE SCHOOL","FL",12,32953,28.37114000,-80.71010100,15,86.6667,6.6667,0.0000,0.0000,0.0000,6.6667
"Private","A0501207","NEW GENERATION SCHOOL","FL",12,32025,30.16150500,-82.65320600,180,88.8889,1.1111,8.3333,0.0000,0.0000,1.6667
"Private","A0501222","NORTHSIDE CHRISTIAN ACADEMY","FL",12,32091,30.04023000,-82.16791100,202,90.0990,4.4554,2.4752,0.0000,0.4950,2.4752
"Private","A0501282","ST FRANCIS CATHOLIC HIGH SCHOOL","FL",12,32606,29.69300000,-82.46607100,186,76.3441,7.5269,13.4409,2.6882,0.0000,0.0000
"Private","A0501285","SAINTS ACADEMY","FL",12,32868,28.54061000,-81.47672100,132,2.2727,78.7879,18.9394,0.0000,0.0000,0.0000
"Private","A0501390","ZEPHYRHILLS CHRISTIAN ACADEMY","FL",12,33541,28.25064000,-82.23819100,251,64.1434,15.5378,16.3347,2.3904,1.5936,0.0000
"Private","A0501399","BETHLEHEM CHRISTIAN ACADEMY","GA",13,30620,33.94651000,-83.71590100,466,87.7682,2.7897,4.0773,1.2876,0.6438,3.4335
"Private","A0501427","KING'S RIDGE CHRISTIAN SCHOOL","GA",13,30004,34.11806000,-84.27857100,850,85.0588,6.3529,3.5294,3.7647,0.0000,1.2941
"Private","A0501429","LAFAYETTE CHRISTIAN SCHOOL","GA",13,30241,33.00392000,-85.01793100,348,78.4483,12.6437,5.7471,2.0115,1.1494,0.0000
"Private","A0501438","MONSIGNOR DONOVAN CATHOLIC HIGH SCHOOL","GA",13,30606,33.99324000,-83.44865100,105,53.3333,16.1905,22.8571,1.9048,0.0000,5.7143
"Private","A0501447","PEOPLES BAPTIST ACADEMY","GA",13,30253,33.43718000,-84.21164100,201,46.2687,40.2985,3.9801,3.9801,0.0000,5.4726
"Private","A0501468","WEBER SCHOOL","GA",13,30328,33.93933000,-84.37437100,587,99.1482,0.0000,0.0000,0.3407,0.0000,0.5111
"Private","A0501469","WESTSIDE CHRISTIAN ACADEMY","GA",13,31093,32.66102000,-83.69065100,144,10.4167,2.7778,2.7778,0.0000,83.3333,0.6944
"Private","A0501482","PACIFIC BUDDHIST ACADEMY","HI",15,96813,21.31660000,-157.85345100,68,5.8824,1.4706,4.4118,38.2353,0.0000,50.0000
"Private","A0501535","CHRIST OUR ROCK LUTHERAN HIGH SCHOOL","IL",17,62801,38.55932000,-89.20023100,101,93.0693,1.9802,3.9604,0.9901,0.0000,0.0000
